spec,fold,n_test,SSE,SST,SAE,SBE,SUM_Y,SUM_P,SUM_YY,SUM_PP,SUM_YP,test_rmse,test_mae,test_mbe,test_r2,test_corr,test_mae_norm,test_mbe_norm,base_rmse,base_mae,base_mbe,base_r2,base_corr,base_mae_norm,base_mbe_norm,oob_rmse,oob_mae,oob_mbe,oob_r2,oob_corr,oob_mae_norm,oob_mbe_norm
Random_80_20,1,6451,37547.30405195399,107059.36258641919,10382.232832453275,-49.99743946846861,49865.21928243393,49815.22184296546,492509.69495120307,443282.4981416814,449122.4445204652,2.4125474222559875,1.6093989819335415,-0.007750339399855621,0.6492851895914707,0.8087209663811066,0.20820589945967882,-0.0010026515512803784,4.0738406204365845,3.1772760289142106,0.019990020840017334,-2.407846971719252e-05,,0.4110401590020869,0.002586083572771516,2.4075362792371617,1.6050290817110278,-0.004443575387607323,0.6416285780774695,0.8035193175140625,0.20710498023829638,-0.0005733768959854179
Random_80_20,2,6451,34703.67321378097,103209.29243179876,10086.163888998432,-191.10514790161363,50139.20896971588,49948.10382181427,492907.0565162566,443616.2850285894,450909.83416553255,2.3193922497660537,1.5635039356686453,-0.029624112215410576,0.6637543733117506,0.8182705140386896,0.2011632033343502,-0.0038114910830970884,4.000006994321196,3.105642192124297,-0.03310175928868088,-6.848735495168512e-05,-2.147889253904596e-16,0.39957746029648555,-0.0042589313545065765,2.425016338728434,1.6158039834031586,-0.003337420888670831,0.6397265622218736,0.8021605846007108,0.2087814063794266,-0.0004312351213228293
Random_80_20,3,6451,39067.957519819036,107736.26647234266,10584.663260013553,-62.71532986913436,49632.07425646765,49569.35892659851,489590.6758661604,439793.5704753251,445158.14441083325,2.4609162411392247,1.640778679276632,-0.009721799700687418,0.6373741285173613,0.8007100153810794,0.21326256092619875,-0.0012636048524802886,4.087169513975464,3.1920701158136544,0.06516721192153271,-0.0002542865573462727,5.437625149829851e-17,0.4148938891956646,0.008470201787930015,2.3955413166401733,1.5933847584734502,-0.005619720864600452,0.644597270216372,0.8051468770337411,0.20536300206248054,-0.0007242963392050907
Random_80_20,4,6451,38350.08883629346,107719.27035900249,10433.642680512598,221.80161555246056,49384.93349970247,49606.73511525494,485780.2929555047,440911.05981668725,444170.6319679492,2.4382019047518764,1.6173682654646717,0.0343825167497226,0.6439811678218594,0.8049235174970973,0.21127177746580253,0.004491281041287557,4.087891262179211,3.171489484217224,0.11305639654443482,-0.0007654624955357736,-6.576878330479244e-17,0.41428179027128936,0.014768204843538829,2.4009761000749297,1.5946408081366659,-0.0017923806312038697,0.6429596482681763,0.804131315836132,0.20527146941555685,-0.00023072569323565766
Random_80_20,5,6451,36362.61789249185,104499.86821137232,10252.29877527825,4.98282323694491,50224.78620983618,50229.76903307313,495529.03420482314,448197.2949753823,453681.8556438568,2.374182230528292,1.589257289610642,0.0007724109807695945,0.6520319258303653,0.8106451512015314,0.2041282710979546,9.92104419544309e-05,4.025107080591345,3.1402131689150954,-0.04968431048453021,-0.0001523876716014172,8.437995501128664e-17,0.4033370110932196,-0.006381579915474762,2.424506487410891,1.613081379037569,-0.002878665290763414,0.6387649821716309,0.8015641031821502,0.2085189786043345,-0.00037211783235131904
